Category,Full Product Name,Brand,Ner_Cat,Ner_Bra,Ner_Mod,Ner_Inf,Doc
Máy hút bụi,Hút bụi cầm tay không dây Hitachi  PV-XD700-Japan,Hitachi,"['Hút_bụi', 'cầm', 'tay', 'không', 'dây']",['Hitachi_PV'],[],"['-', 'XD700', '-', 'Japan']",. Công_suất 2200W . Thời_gian vận_hành 30 phút . Điều_khiển Trên tay_cầm . Điện_áp 21.6 V DC. Trọng_lượng máykg 2.3 . Chất_liệu vỏ máy Nhựa cao_cấp . Thời_gian sạc 3.5 . Chức_năng thổi Có . Điều_khiển lực hút Có . Phụ_tùng Đầu hút thông_minh Chổi hút bụi xoay tiện_dụng 1 chạm Đầu hút giườngThanh đập Đầu hút khe . Kích_thước Dài x Rộng x Cao422_x 318 x 362mm . Hình_ảnh tham_khảo Hút_bụi cầm dây Hitachi PVXD700Japan . Thông_số kỹ_thuật Hút_bụi cầm dây Hitachi PVXD700Japan . Thông_tin Hút_bụi cầm dây Hitachi PVXD700Japan . Công_suất 2200W . Thời_gian vận_hành 30 phút . Điều_khiển Trên tay_cầm . Điện_áp 21.6 V DC. Trọng_lượng máykg 2.3 . Chất_liệu vỏ máy Nhựa cao_cấp . Thời_gian sạc 3.5 . Chức_năng thổi Có . Điều_khiển lực hút Có . Phụ_tùng Đầu hút thông_minh Chổi hút bụi xoay tiện_dụng 1 chạm Đầu hút giườngThanh đập Đầu hút khe . Kích_thước Dài x Rộng x Cao422_x 318 x 362mm . Máy hút_bụi Hitachi cầm dây PVXD700 thiết_kế gọn_nhẹ tiện_dụng 2 1 trải nghiệm thú_vị vệ_sinh nhà_cửa . Máy công_nghệ hút xoáy Cyclone cực công_suất 2200W hút sạch bụi bẩn đầu hút thông_minh tích_hợp động_cơ tích_hợp động_cơ_truyền động tự_động điều_chỉnh công_suất hút công_tắc bật tắt an_toàn . Thiết_kế đứng máy khả_năng hút sàn nệm giường . Máy hút_bụi Hitachi PVXD700 sản_xuất nhập_khẩu Nhật_Bản bảo_hành 12 tối_đa 30 phút sạc Pin 35h . Máy hút_bụi Hitachi PVXD700 Thiết_kế tay_cầm dây tiện_dụng . Thiết_kế gọn tiện_dụng . Máy hút_bụi Hitachi PVXD700 thiết_kế gọn đứng khả_năng cầm tiện_lợi hút bụi . Công_nghệ hút xoáy Cyclone cực . Máy hút_bụi Hitachi cầm PVXD700 công_nghệ hút xoáy Cyclone tăng_cường_lực hút xoáy mạnh_mẽ hệ_thống tách ly_tâm bụi khí . Không_khí dược đẩy_mạnh buồng xoáy dòng xoáy tách bụi khí lực ly_tâm . Động_cơ quạt SD công_suất lực hút cực . Đầu hút thông_minh . Máy hút_bụi Hitachi PVXD700 đầu hút thông_minh tích_hợp động_cơ tích_hợp động_cơ_truyền động tự_động giúp đầu hút tự_động di_chuyển bật máy hút bụi trở_nên dễ_dàng tốn sức . Điều_chỉnh công_suất hút . Máy hút_bụi Hitachi cầm PVXD700 hai công_suất Highcho hút thảm Standard hút thông_thường . Khả_năng bụi dễ_dàng . Bụi_bẩn chất dị_ứng nén chặt bới hệ_thống tách ly_tâm bụi khí . Bạn xả bụi dễ_dàng chức_năng chạm tiếp_xúc bụi bẩn . Ngoài_ra chi_tiết hộp chứa bụi vệ_sinh . Đèn LED sang_trọng . Liên_tục 30 phút . Máy hút_bụi Hitachi PVXD700 hoạt_động hút bụi liên_tục 30 phút công_suất tiêu_chuẩn chế_độ Standard . An_toàn . Khi nâng máy mặt_đất đầu hút thông_minh tích_hợp động_cơ ngừng hoạt_động an_toàn chức_năng hoạt_động máy . Điều_chỉnh chiều tay_cầm chạm . Thiết_kế đứng . Máy hút_bụi Hitachi PVXD700 đứng máy . Đầu hút nệm ga trải giường . Máy hút_bụi Hitachi PVXD700 khả_năng hút xoáy đầu hút thông_minh sạch nệm ga trải giường . Chổi hút xoay tiện_dụng . Trong vệ_sinh tháo đầu hút chổi hút dễ_dàng vệ_sinh vực tiếp_cận sạch vết bẩn nhanh_chóng . Chổi hút xoay đa hướng . Tư_Vấn Mua Máy hút_bụi .
Máy giặt,Máy giặt 7.5 Kg Samsung Addwash WW75K5210YW hơi nước,Samsung,"['Máy_giặt', '7.5', 'Kg']",['Samsung'],[],"['Addwash', 'WW75K5210YW', 'hơi_nước']",. Thêm đồ giặt Add Door Chế_độ giặt bổ_sung . Tiết_kiệm điện tiết_kiệm Smart Check chẩn_đoán lỗi tự_động . Lồng giặt kim_cương Công_nghệ Eco Bubble giúp giặt sạch tối_ưu đánh bay vết bẩn . Hình_ảnh tham_khảo Máy_giặt 7.5 Kg Samsung Addwash WW75K5210YW hơi_nước . Thông_số kỹ_thuật Máy_giặt 7.5 Kg Samsung Addwash WW75K5210YW hơi_nước . ĐẶC_ĐIỂM SẢN_PHẨM . Kiểu máy_giặt . Cửa ngang . Kiểu lồng giặt . Lồng ngang . Khối_lượng giặt . 7.5 Kg . Tốc_độ vắt vòng phút . 1200 vòngphút . Truyền động . Bằng dây Curoa . Lượng tiêu_thụ lít . Đang_cập_nhật . Công_suất W. Đang_cập_nhật . Bảng điều_khiển . Tiếng Việt . CÔNG_NGHỆ . Chế_độ giặt . 14 chương_trình giặt . Công_nghệ giặt . ECO Bubble . Thiết_kế lồng giặt . Lồng giặt kim_cương . Tính_năng . Vắt khô Tiết_kiệm điện Hẹn Khóa trẻ_em Tự_động vệ_sinh lồng giặt Chức_năng chẩn_đoán thông_minh Giặt_hơi_nước diệt khuẩn Khử mùi kháng khuẩn Vắt cực khô . THÔNG_TIN CHUNG. Số . 2 3 7.5 Kg . Chất_liệu lồng giặt . Thép không_gỉ . Trọng_lượng kg . 60 kg . Xuất_xứ . Việt_Nam . Bảo_hành . 24 . Thông_tin Máy_giặt 7.5 Kg Samsung Addwash WW75K5210YW hơi_nước . Chế_Độ Giặt Bổ_Sung . Bỏ quên áo giặt Add_Wash phép dễ_dàng đơn_giản quần_áo sót máy giặt . Bạn quần_áo giặt xả vắt khô . Cửa phụ nhiệt_độ lồng giặt 50 ℃ . hình_ảnh tính_chất minh_họa . Sức_Mạnh Giặt_Giũ Của Bong_Bóng Xà_Phòng . Công_nghệ Eco Bubble ™ giặt sạch mạnh_mẽ nhiệt_độ . Bột_giặt đánh tan thành bong_bóng nhanh_chóng thấm sâu sợi vải loại_bỏ chất bẩn dễ_dàng bảo_vệ quần_áo tiết_kiệm năng_lượng . Thử_nghiệm IEC 604562010 WF80F5E5U4W Cotton 40 ° WF0702WKU . hình_ảnh tính_chất minh_họa . Loại_Bỏ Vết Bẩn Khó_Chịu Nhất . Công_nghệ Ngâm Bong_Bóng giúp đánh_bật vết bẩn cứng_đầu nút nhấn . Vết bẩn dễ_dàng hòa_tan loại_bỏ hiệu_quả . Thử_nghiệm IEC 60456 WF80F5E5U4 WF0702WKU . hình_ảnh tính_chất minh_họa . Tư_Vấn Mua Máy_giặt .
Máy tính để bàn,PC Dell Vos 3670(J84NJ11),Dell,['PC'],['Dell_Vos'],[],"['3670', '(', 'J84NJ11', ')']",. CPU Intel_Core i58400 2.80 GHz9 MB. RAM 8GB DDR4 . 3.5 1TB 7200 rpm Hard_Drive . Hình_ảnh tham_khảo PC Dell_Vos 3670J84NJ11 . Thông_số kỹ_thuật PC Dell_Vos 3670J84NJ11 . Thông_tin PC Dell_Vos 3670J84NJ11 . Tư_Vấn Mua Máy_tính bàn .
Nước trái cây,Nước cà chua Vfresh hộp 1L,Vinamilk,"['Nước', 'cà_chua', 'Vfresh', 'hộp', '1L']",[],[],[],Hương_vị thơm ngon tự_nhiên . Có tác_dụng sức_khỏe . An_toàn sức_khỏe tiêu_dùng . Bao_bì sản_phẩm Nhà_cung_cấp . Xuất_xứ Việt_Nam Quy_cách đóng_gói Hộp Dung_tích 1L Hướng_dẫn bảo_quản Bảo_quản khô_ráo thoáng mát . Sau đậy kín bảo_quản tủ_lạnh 6 8 độ C 3 Hướng_dẫn Uống liền lắc uống . Ngon lạnh Thành_phần cơ_bản Nước cà_chua ép cà_chua đặc muối_ăn Nhãn_hiệu Vfresh . Nước cà_chua Vfresh thức uống bổ_dưỡng yêu giúp cơ_thể khỏe_mạnh tràn_đầy sức_sống . Sản_phẩm trái cà_chua tươi ngon hương_vị tự_nhiên hấp_dẫn . Sử_dụng épcà chua đẩy_lùi nguy_cơ mắc bệnh ung_thư viêm gan viêm thận . giúp tăng_cường sức đề_kháng . Đặc_biệt cà_chua tác_dụng làm_đẹp da dáng thức uống phụ_nữ . Nước cà_chua Vfresh Nước cà_chua Vfresh thiết_kế hộp 1Ltiện dụng vỏ hộp giấy tráng nhôm bảo_quản hương_vị tự_nhiên thơm ngon đem yên_tâm . Sản_phẩm Vinmart phân_phối chất lượngtốt tiêu_dùng .
Sữa và thực phẩm từ sữa khác,cream cheese Exquisa 150g,,"['cream', 'cheese', 'Exquisa', '150g']",[],[],[],THUỘC TÍNH SẢN_PHẨM Xuất_xứ Việt_Nam . CHI_TIẾT SẢN_PHẨM
Máy giặt,Máy giặt 8.2 Kg Toshiba AW-MF920LV(WK) lồng đứng,Toshiba,"['Máy_giặt', '8.2', 'Kg']",['Toshiba'],[],"['AW', '-', 'MF920LV', '(', 'WK', ')', 'lồng', 'đứng']",. Khối_lượng giặt 8.2 kg . Công_suất giặt 410W . Tốc_độ vắt 700 vòngphút . Kích_thước 99 x 585 x 605 cm . Lồng giặt chống bám bẩn . Hình_ảnh tham_khảo Máy_giặt 8.2 Kg Toshiba AWMF920LVWK lồng đứng . Thông_số kỹ_thuật Máy_giặt 8.2 Kg Toshiba AWMF920LVWK lồng đứng . ĐẶC_ĐIỂM SẢN_PHẨM . Kiểu máy_giặt . Cửa . Kiểu lồng giặt . Lồng đứng . Tốc_độ vắt vòng phút . 700 vòngphút . Truyền động . Bằng dây Curoa . Lượng tiêu_thụ lít . 125 lít . Công_suất W. 410 . Bảng điều_khiển . Tiếng Việt . CÔNG_NGHỆ . Chế_độ giặt . 6 chương_trình giặt . Thiết_kế lồng giặt . Lồng giặt ngôi_sao pha_lê . Tính_năng . Vắt khô Tiết_kiệm Hẹn Khóa trẻ_em Vệ_sinh lồng giặt . THÔNG_TIN CHUNG. Số . 4 5 7.5 8.5 Kg . Chất_liệu lồng giặt . Thép không_gỉ . Trọng_lượng kg . 31 kg . Xuất_xứ . Thái_Lan . Bảo_hành . 24 . Thông_tin Máy_giặt 8.2 Kg Toshiba AWMF920LVWK lồng đứng . Đặc_điểm nổi_bật Máy_giặt Toshiba AWMF920LV WK. Thiết_kế hiện_đại sang_trọng . Máy_giặt Toshiba AWMF920LV WK dòng máy_giặt cửa Toshiba Nhật_Bản sản_phẩm hãng quen_thuộc thị_trường Việt_Nam . Với thiết_kế hiện_đại sang_trọng nổi_bật góc . Khối_lượng giặt 8.2 Kg . Máy_giặt Toshiba AWMF920LV WK dung_tích giặt 8.2 Kg giúp giặt khối_lượng đồ tiện_lợi gia_đình thành_viên . Mâm giặt Mega_Power . Máy_giặt Toshiba AWMF920LV WK thiết_kế mâm giặt 3 cánh siêu bền luồng 3 chiều xoay quần_áo cực hình_dáng bất_đối_xứng cánh_quạt dòng đa_chiều . Quần_áo trộn rối xoắn giúp hiệu_quả giặt vượt_trội máy_giặt thông_thường . Lồng giặt ngôi_sao pha_lê . Máy_giặt Toshiba AWMF920LV WK giặt sạch quần_áo nhẹ_nhàng gờ nổi cong mềm hình ngôi_sao pha_lê . Cơ_chế lưu_giữ hương thơm tự_động ngắm quần_áo xả vải lưu_giữ hương thơm giặt đông thời giúp quần_áo trở_nên mềm_mại . Hiệu_ứng_thác . Cánh_quạt dáy mâm giặt Máy_giặt Toshiba AWMF920LV WK lực đẩy chứa bột_giặt hai khe thành thác đổ lồng giặt . Quy_trình thác tuần_hoàn liên_tục suốt giặt xả giúp giặt sạch quy_trình giặt thông_thường . Chức_năng giặt bọt khí . Cánh_quạt mâm giặt giúp Máy_giặt Toshiba AWMF920LV WK đánh tan bột_giặt mực bọt bong_bóng thẩm_thấu sâu sợi vải tẩy_sạch vết bẩn cứng_đầu . Giúp dễ_dàng giặt sạch quần_áo . Tính_năng ghi_nhớ thông_minh . Trường_hợp điện đột_ngột Máy_giặt Toshiba AWMF920LV WK hoạt_động điện nhấn Power ON dàn đèn bảng điều_khiển nhấp_nháy tiếng bíp thông_báo sự_cố điện . Nhấn START quy_trình giặt dang_dở giúp tiết_kiệm giặt đầu . Chế_độ xả phun độc_đáo . Quá_trình xả phun Máy_giặt Toshiba AWMF920LV WK giúp cặn bột_giặt quần_áo loại_bỏ thông_thường giúp tiết_kiệm máy_giặt thông_thường . Có_thể tiện_ích công_nghệ Máy_giặt Toshiba AWMF920LV WK xứng_đáng lựa_chọn hoàn_hảo máy_giặt đáp_ứng nhu_cầu giặt sạch tiết_kiệm dung_tích góp_phần nâng chất_lượng cuộc_sống . Nguồn st . Tư_Vấn Mua Máy_giặt .
Sữa và thực phẩm từ sữa khác,Kem lỏng  carnation thái 405g,,"['Kem', 'lỏng', 'carnation', 'thái', '405g']",[],[],[],THUỘC TÍNH SẢN_PHẨM Xuất_xứ Thái_Lan . CHI_TIẾT SẢN_PHẨM
Điện thoại di động thường,Điện thoại Masstel Play 20 - Black,Masstel,['Điện_thoại'],['Masstel_Play'],[],"['20', '-', 'Black']",. Vỏ góc_cạnh hầm_hố thách_thức va_đập hài_lòng độ bền điện_thoại 1 triệu đồng . Dung_lượng pin 3000mAh tác_dụng pin dự_phòng thiết_bị điện_tử . Hình_ảnh tham_khảo Điện_thoại Masstel_Play 20 Black . Thông_số kỹ_thuật Điện_thoại Masstel_Play 20 Black . Hệ điều_hành . Ghi_âm . Thông_tin Điện_thoại Masstel_Play 20 Black . Masstel play 20 thiết_kế kiểu bàn_phím T9 cổ_điển vỏ góc_cạnh hầm_hố thách_thức va_đập hài_lòng độ bền điện_thoại 1 triệu đồng . Thiết_kế . Play 20 thiết_kế hầm_hố gồ_ghề mạnh_mẽ chi_tiết vỏ nhựa cứng cảm_giác chắn chắn . Tính_năng vượt_trội . Masstel play 20 trang_bị loa KClass 3D siêu khủng chức_năng đài FM tai_nghe nhạc phim thả ga thẻ_nhớ 16 GB. Play 20 kết_nối Bluetooth loa di_động . Dung_lượng pin siêu khủng . Đa_dạng sắc_màu . Tư_Vấn Mua Điện_thoại phổ_thông .
Trà,Trà xanh Hùng Thái hộp 18 gói x 10g,Hùng Thái,['Trà_xanh'],['Hùng_Thái'],[],"['hộp', '18', 'gói', 'x', '10g']",Bao_bì trọng_lượng sản_phẩm tùy cung_cấp . Được từ_nguyên_liệu 100 chồi búp chè_xanh hảo_hạng . Sản_xuất dây_chuyền công_nghệ_cao . Hương trà tự_nhiên lôi_cuốn . Xuất_xứ Việt_Nam Khối_lượng 180g Hướng_dẫn bảo_quản Bảo_quản khô_ráo thoáng mát Thành_phần cơ_bản 100 nguyên_liệu chè búp khô sơ_chế chè đặc_sản Tân Cương_La Bằng Hà_Thượng Phúc_Xuân . tỉnh Thái_Nguyên . Trà_xanh Hùng_Thái sản_phẩm từ_nguyên_liệu 100 chồi búp chè_xanh hảo_hạng hương_vị trà đậm_đà cực_kỳ độc_đáo mới_lạ . Sử_dụng sản_phẩm thường_xuyên giúp cải_thiện khả_năng tư_duy giảm_thiểu tối_đa căng_thẳng mệt_mỏi làm_việc suôn_sẻ thoải_mái . Trà_xanh Hùng_Thái sản_xuất dây_chuyền công_nghệ hiện_đại giám_sát chuyên_gia hàng_đầu tiêu_dùng tép trà thơm ngon hấp_dẫn tuyệt_đối an_toàn sức_khỏe . Trà_xanh Hùng Thái_Sản phẩmđược kiểm_tra kỹ_lưỡng nghiêm_ngặt chứa hương_liệu hóa_học tổng_hợp độc_hại ướp hương_hoa sen tự_nhiên lôi_cuốn giây_phút thưởng_thức . Mỗi tép trà xanhđều đónggói cẩn_thận đảm_bảo_vệ_sinh độ thơm ngon nguyên_chất . Đồng_thời công_nghệ đóng_gói tiên_tiến giúp bảo_quản trà khả_năng lâu_dài . Hướng_dẫn Tráng ấm bắng sôi pha trà Cho 3 5g trà ấm thể_tích 150ml Cho sôi độ đậm sở_thích hãm vòng 5 phút Rót thưởng_thức hương_vị thơm ngon trà đặc_sản
Máy làm sữa chua,Máy làm sữa chua 12 cốc Kangaroo KG82,Kangaroo,"['Máy', 'làm', 'sữa_chua', '12', 'cốc']",['Kangaroo'],[],['KG82'],. Dung_tích 2.2 L 12 cốc nhựa đặc_trưng . Vận_hành tự_động . Chức_năng hẹn . Thời_gian ủ 46 tiếng . Hình_ảnh tham_khảo Máy sữa_chua 12 cốc Kangaroo KG82 . Thông_số kỹ_thuật Máy sữa_chua 12 cốc Kangaroo KG82 . Thông_tin Máy sữa_chua 12 cốc Kangaroo KG82 . Nhỏ gọn tiện_dụng . Máy sữa_chua Kangaroo KG82 kích_thước gọn linh_hoạt tiện_lợi cất_giữ bảo_quản . Máy_chủ_yếu nhựagọn nhẹ độ bền . 12 cốc nhựa đặc_trưng . Máy sữa_chua Kangaroo KG82 trang_bị 12 cốc nhựa nhựa đặc_chủng dung_tích cốc 150ml đáp_ứng nhu_cầu thưởng_thức sửa chua gia_đình . Vận_hành tự_động . Máy vận_hành tự_động . Bạn đổ nguyên_liệu sữa cốc thủy_tinh bật nút công_tắc máy vận_hành . Chức_năng hẹn . Máy chức_năng hẹn tự_động giúp yên_tâm bận công_việc . Dung_tích 2.2 L. Máy dung_tích 2.2 L 12 cốc nhựa đi kèm đáp_ứng nhu_cầu gia_đình bạn_bè người_thân . Thời_gian ủ 46 tiếng . Thời_gian ủ sữa nhanh_chóng vòng 46 tiếng thưởng_thức cốc sữa_chua tươi ngon an_toàn sức_khỏe . Tư_Vấn Mua Máy sữa_chua .
"Hóa phẩm, chất tẩy",Sáp thơm thiên nhiên Acana130g (Hương gió biển),Hando,"['Sáp', 'thơm', 'thiên_nhiên', 'Acana130g', '(', 'Hương_gió', 'biển', ')']",[],[],[],Hương thơm nhẹ_nhàng quyến_rũ . Thời_gian lưu hương . Thiết_kế gọn . Xuất_xứ Hàn_Quốc Hướng_dẫn bảo_quản Bảo_quản khô_ráo thoáng mát ánh nắng tầm trẻ Thành_phần Chất_liệu thiên_nhiên Mùi hương Hương gió biển Kích_thước 6 x 9 cm . Hương thơm nhẹ_nhàng quyến_rũ Sáp thơm ô_tô hương thiên_nhiên Acana130g Hương gióbiển đánh tan mùi hương khó_chịu không_gian ô_tô không_gian sống hương thơm thiên_nhiên dễ_chịu sản phẩman toàn sức_khỏe . Thời_gian lưu hương Hương thơm hoa vàquả nhẹ_nhàng quyến_rũ lưu hương 60 . Thiết_kế gọn Sáp thơm ô_tô hương thiên_nhiên Acana130g Hương gióbiển thiết_kế hộp nhựa gọn sử dụnggiúp đem sợ cồng_kềnh rơi vỡ .
"Hóa phẩm, chất tẩy",Bột thông tắc hầm cầu M.Phốt Hando 300g,Hando,"['Bột', 'thông', 'tắc', 'hầm', 'cầu', 'M._Phốt']",['Hando'],[],['300g'],Làm sạch diệt khuẩn 999 . Giúp khử mùi hôi bồn_cầu lâu_dài . Cách đơn_giản_tiện_lợi . Lưu_ý Mẫu_mã đợt sản_xuất . Xuất_xứ Việt_Nam_Hạn 3 sản_xuất . Phân_hủy sạch diệt khuẩn Bột thông tắc hầm cầu M. Phốt_Hando công_thức phân_hủy giúp sạch diệt 999 vi_khuẩn ngăn_ngừa vi_khuẩn trở_lại . Nhờ hầm cầu sạch_sẽ hư_hại biến màu . Thông tắc hầm cầu M. Phốt_Hando giúp tiết_kiệm công_sức chi_phí thông tắc hạn_chế tối_đa tắc_nghẽn hầm cầu . Bột thông tắc hầm cầu M. Phốt_Hando 300g Khử mùi hôi bồn_cầu bể tự_hoại Sau phân_hủy chất_thải sản_phẩm giúp loại_bỏ mùi hôi khó_chịu tối_ưu vi_sinh_vật có_ích sản_phẩm . Bạn cảm_giác khó_chịu bồn_cầu vệ_sinh gia_đình văn_phòng . Hướng_dẫn Đổ gói bột vi_sinh hầm cầu dung_tích 2 3m phân giấy hàng_tỷ vi_sinh_vật hữu_ích phân_hủy tan thành tiêu đi . Sau hầm cầu mùi hôi thông chảy tắc_nghẽn 2 gói .
"Hóa phẩm, chất tẩy",Bộ 2 chai nước tẩy quần áo trắng Hygiene 600ml (Xanh dương),Hygiene,"['Bộ', '2', 'chai', 'nước', 'tẩy', 'quần_áo', 'trắng']",['Hygiene'],[],"['600ml', '(', 'Xanh', 'dương', ')']",Nhẹ_nhàng tẩy vết bẩn cứng_đầu bột_giặt . Giúp quần_áo trắng sạch hoàn_hảo . Lưu hương_hoa nhẹ_nhàng thơm mát . Dung_tích 1200ml Hướng_dẫn bảo_quản Để khô_ráo ánh nắng . Để tầm trẻ_em . Đậy kín chảy đổ . Quy_cách đóng_gói Bộ 2 chai . Dễ_dàng đánh_bật vết bẩn cứng_đầu Nước tẩy quần_áo trắng Hygiene công_dụng đánh_bật vết bẩn vết ố trái_cây_nước tương cà_phê trà màu mực diệt khuẩn quần_áo trắng . Đồng_thời trắng cấp_tốc quần_áo drap khăn đồ_dùng vải lanh tơ nhân_tạo màu trắng quần_áo trắng đẹp . Bên cạnh sản_phẩm hương_hoa nhẹ_nhàng thơm mát lưu quần_áo tẩy . Sản_phẩm tẩy trắng hoàn_hảo vải trắng Khử_trùng tẩy trắng vật_dụng gia_đình Đặc_biệt Nước tẩy quần_áo trắng Hygiene khả_năng khử_trùng tẩy mùi vật_dụng vệ_sinh gia_đình đồ sứ đồ nhựa nhà_bếp bệnh_viện phòng tắm bồn_tắm bồn_cầu sàn bề_mặt . Do thành_phần tẩy trắng nhẹ đeo lớp găng_tay mỏng da khô giặt . Lưu_ý Để tầm trẻ_em . Có_thể kích_ứng da mắt Không uống dung_dịch uống nhầm uống 1 ly trợ_giúp sỹ . Trường_hợp dính mắt rửa 10 phút kích_ứng bệnh_viện .
Văn phòng phẩm,"Bút bi cao cấp Parker Sonnet 07 Matte Black Chrome Trim (Ngòi M, mực đen)",Parker,"['Bút_bi', 'cao_cấp']",['Parker_Sonnet'],[],"['07', 'Matte_Black', 'Chrome_Trim', '(', 'Ngòi', 'M', ',', 'mực', 'đen', ')']",Parker_Sonnet 07 Matte_Black dòng sản_phẩm Sonnet mệnh_danh Vẻ đẹp thi_ca . Bút kim_loại cao_cấp phủ lớp sơn_mài đen bắt_mắt giắc cài mạ chrome . Ngòi cỡ M màu mực đen . Màu mực Đen Loại đầu viết Đầu bi Nhà_cung_cấp Sài_Gòn COOP Model 0818120 Nhà_sản_xuất Parker . Không đơn_thuần vật_dụng ghi_chép cây_bút biểu_tượng phong_cách . Một cây_bút sang_trọng đẳng_cấp hiển_nhiên góp_phần lịch_lãm phong_cách . Và St . Dupont_Caran dAche Mont_Blanc Visconti_Waterman Sheaffer_Omas Lamy . Parker thương_hiệu hàng_đầu suốt thế_kỷ . Sở_hữu bút Parker niềm kiêu_hãnh mong_ước . Bút_bi cao_cấp Parker_Sonnet 07 Matte_Black Chrome Trim_Ngòi M mực đen dòng sản_phẩm Sonnet mệnh_danh Vẻ đẹp thi_ca . Vượt thanh_lịch chi_tiết Sonnet lắp_ráp kiểm_tra chất_lượng hoàn_hảo . Ngòi vàng rắn_chắc độ chính_xác caocùng thiết_kế thời_trang cổ_điển dòng viết Sonnet tác_phẩm nghệ_thuật tuyệt đẹp biểu_tượng nghệ_thuật chế tác thủ_công viết Parker . Parker_Sonnet 07 Matte_Black kim_loại cao_cấp sở_hữu ngoại_hình sang_trọng dựa nhữngthiết kế cổ_điển toát lên_vẻ đẹp thanh_lịch vốn dòng bút Sonnet . Thân bút phủ lớp sơn_mài màu đen mờbắt mắt . Phần chân nắp bút mạ chrome in logo Parker sắc nét dòng bút Parker_Sonnet 07 Matte_Black sở_hữu giắc cài hình mũi_tên biểu_tượng đặc_trưng quen_thuộc thương_hiệu Parker . Các chi_tiết bút mạ crome bónggiúp cây_bút trông bắt_mắt . Bút_bi kích_cỡ ngòi M mực màu đen ngòi êm giúp viết chữ đẹp . Thông_tin thương_hiệu Parker thành_lập 1888 Janesville_bang Wisconsin_Mỹ George_Saford Parker . Trước thành_công thương_hiệu G. S._Parker nhân_viên hàng công_ty bút Holland_Gold Pen . Trong thập_kỷ 1920 1960 Parker nhãn_hiệu bút bán_chạy hàng nhì thế_giới . Một_số phát_minh hãng góp_phần sựphát triển lịch_sử bút viết mực khô Quink mẫu bút_máy cải_tiến phổ_biến thế_giới Parker 51 . Những sản_phẩm hãng Hoàng_gia Anh quốc yêu . Thương_hiệu Nữ_hoàng Elizabeth đệ Nhị trao_tặng Chứng_nhận Hoàng_gia Anh quốc British_Royal Warrant 1962 . Từ 1987 Parker trụ_sở Newhaven_East Sussex Anh quốc .
Chăm sóc cơ thể,Combo sữa tắm và kem dưỡng thể cho da khô Stanhome,Stanhome,"['Combo', 'sữa', 'tắm', 'và', 'kem', 'dưỡng', 'thể', 'cho', 'da', 'khô']",['Stanhome'],[],[],Giúp sạch da cân_bằng độ_ẩm nuôi_dưỡng làn da khô ẩm mịn . Hạn 03 sản_xuất . Xuất_xứ Pháp . Công_dụng Giúp sạch da cân_bằng độ_ẩm nuôi_dưỡng làn da khô ẩm mịn Loại_da Da_khô Xuất_xứ Pháp . Combo sữa tắm kem dưỡng thể da khô Stanhome thành_phần từ_thiên_nhiên giúp sạch nhẹ_nhàng cân_bằng độ_ẩm da chăm_sóc làn da khô nhẹ_nhàng làn da mịn_màng mềm_mại . Sản_phẩm bao_gồm Sữa tắm xà_phòng trị viêm nang lông Stanhome Dermo_Gel 250ml giúp sạch bảo_vệ chống ngừa tổn_thương lớp bảo_vệ da giúp điều_trị viêm nang lông công_thức thảo_dược thiên_nhiên . Kem_dưỡng da mặt cơ_thể Stanhome All_Purpose 300ml giúp bảo_vệ nuôi_dưỡng làn da da khô đầu_gối khủy . ngăn_ngừa da làn da mềm_mại trắng mịn . Hướng_dẫn bảo_quản Bảo_quản khô_ráo thoáng mát ánh nắng Tránh tầm trẻ_em Thông_tin thương_hiệu Ra_đời 1931 Stanhome thương_hiệu mỹ_phẩm Pháp sở_hữu Tập_đoàn Yves_Rocher . Hiện_Stanhome 2 nhãn hàng Stanhome Home_Care Stanhome Family_Expert 60 triệu sản_phẩm hàng toàn thế_giới . Có_mặt Việt_Nam 2013 Stanhome đuổi mục_tiêu tiêu_dùng Việt_Nam sản_phẩm_chất_lượng tiêu_chuẩn châu Âu hiệu_quả an_toàn .
Kẹo,Kẹo dẻo thái lan My chewy vị trà xanh 360g,,"['Kẹo_dẻo', 'thái', 'lan', 'My', 'chewy', 'vị', 'trà', 'xanh', '360g']",[],[],[],THUỘC TÍNH SẢN_PHẨM Xuất_xứ Thái_Lan . CHI_TIẾT SẢN_PHẨM Kẹo_dẻo vi trà xanh món quà vặt ngọt_ngào tuyệt_vời trẻ_em đối_tượng . Sản_phẩm chứa_chất bảo_quản chất màu an_toàn . Kẹo dẻo xốp vị trái_cây thơm ngon hấp_dẫn cảm_giác ngán . Có_thể món vặt dã_ngoại pinic gia_đình bạn_bè . Bảo_quản Nơi thoáng mát .
